School Year,School Code,County,Public/Private,Public School District,CITY,School Name,Enrollment,Reported,Category,Count,Percent
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,PBE,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Others,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Overdue,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Up-To-Date,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,DTP,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Polio,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,MMR,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,HEPB,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,VARI,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,Conditional,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,PME,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,PBE,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,Others,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,Overdue,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,Up-To-Date,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,DTP,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,Polio,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,MMR,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,HEPB,,
2016-2017,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,54,Y,VARI,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,Conditional,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,PME,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,PBE,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,Others,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,Overdue,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,Up-To-Date,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,DTP,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,Polio,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,MMR,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,HEPB,,
2016-2017,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,58,Y,VARI,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,Conditional,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,PME,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,PBE,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,Others,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,Overdue,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,Up-To-Date,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,DTP,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,Polio,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,MMR,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,HEPB,,
2016-2017,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,65,Y,VARI,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,Conditional,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,PME,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,PBE,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,Others,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,Overdue,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,Up-To-Date,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,DTP,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,Polio,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,MMR,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,HEPB,,
2016-2017,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,66,Y,VARI,,
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,Conditional,0,0%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,PME,0,0%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,Others,0,0%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,PBE,1,2%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,Overdue,3,5%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,Up-To-Date,63,94%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,DTP,63,94%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,Polio,64,96%
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,MMR,64,96%
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,Conditional,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,PME,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,PBE,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,Others,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,Overdue,,
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,HEPB,,
2016-2017,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,67,Y,VARI,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,Up-To-Date,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,DTP,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,Polio,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,MMR,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,HEPB,,
2016-2017,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,67,Y,VARI,,
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,PME,0,0%
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,PBE,0,0%
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Others,0,0%
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Conditional,1,1%
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Overdue,1,1%
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Up-To-Date,70,97%
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,DTP,70,97%
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Conditional,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,PME,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,PBE,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Others,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Overdue,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Up-To-Date,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,DTP,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Polio,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,MMR,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,HEPB,,
2016-2017,0134197,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,VARI,,
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Polio,,
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,MMR,,
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,HEPB,,
2016-2017,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,VARI,,
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,PME,0,0%
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,PBE,0,0%
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,Others,0,0%
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,Overdue,0,0%
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,Conditional,3,3%
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,Up-To-Date,94,97%
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,DTP,94,97%
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,Polio,,
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,MMR,,
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,HEPB,,
2016-2017,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,97,Y,VARI,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Conditional,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,PME,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,PBE,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Others,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Overdue,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Up-To-Date,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,DTP,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Polio,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,MMR,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,HEPB,,
2016-2017,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,VARI,,
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,PME,0,0%
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,PBE,0,0%
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,Others,0,0%
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,Conditional,1,1%
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,Overdue,2,2%
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,Up-To-Date,97,97%
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,DTP,,
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,Polio,,
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,MMR,,
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,HEPB,,
2016-2017,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,100,Y,VARI,,
